system_name,edsm_status,direction,steps_from_edge,edge_number,family,subsector,mass_prefix,number
Pha Aeb WI-B b13-1,not_in_edsm,forward,1,0,Pha Aeb WI-B,WI-B,b13,1
Pha Aeb WI-B c13-1,not_in_edsm,forward,1,0,Pha Aeb WI-B,WI-B,c13,1
Pha Aeb WI-K b8-1,not_in_edsm,forward,1,0,Pha Aeb WI-K,WI-K,b8,1
Pha Aeb WI-K c8-1,not_in_edsm,forward,1,0,Pha Aeb WI-K,WI-K,c8,1
Pha Aeb WI-K d8-1,not_in_edsm,forward,1,0,Pha Aeb WI-K,WI-K,d8,1
Pha Aeb WI-T c3-1,not_in_edsm,forward,1,0,Pha Aeb WI-T,WI-T,c3,1
Pha Aeb WI-T d3-2,not_in_edsm,forward,1,1,Pha Aeb WI-T,WI-T,d3,2
Pha Aeb WI-X c28-1,not_in_edsm,forward,1,0,Pha Aeb WI-X,WI-X,c28,1
Pha Aeb WJ-I b9-1,not_in_edsm,forward,1,0,Pha Aeb WJ-I,WJ-I,b9,1
Pha Aeb WJ-I c9-1,not_in_edsm,forward,1,0,Pha Aeb WJ-I,WJ-I,c9,1
Pha Aeb WJ-I d9-3,not_in_edsm,forward,1,2,Pha Aeb WJ-I,WJ-I,d9,3
Pha Aeb WJ-Q c5-1,not_in_edsm,forward,1,0,Pha Aeb WJ-Q,WJ-Q,c5,1
Pha Aeb WJ-R b4-1,not_in_edsm,forward,1,0,Pha Aeb WJ-R,WJ-R,b4,1
Pha Aeb WJ-R c4-2,not_in_edsm,forward,1,1,Pha Aeb WJ-R,WJ-R,c4,2
Pha Aeb WJ-R d4-3,not_in_edsm,forward,1,2,Pha Aeb WJ-R,WJ-R,d4,3
Pha Aeb WJ-X c28-1,not_in_edsm,forward,1,0,Pha Aeb WJ-X,WJ-X,c28,1
Pha Aeb WK-E c25-1,not_in_edsm,forward,1,0,Pha Aeb WK-E,WK-E,c25,1
Pha Aeb WK-I b9-1,not_in_edsm,forward,1,0,Pha Aeb WK-I,WK-I,b9,1
Pha Aeb WK-N c20-1,not_in_edsm,forward,1,0,Pha Aeb WK-N,WK-N,c20,1
Pha Aeb WK-O b6-1,not_in_edsm,forward,1,0,Pha Aeb WK-O,WK-O,b6,1
Pha Aeb WK-O c6-1,not_in_edsm,forward,1,0,Pha Aeb WK-O,WK-O,c6,1
Pha Aeb WK-R c4-1,not_in_edsm,forward,1,0,Pha Aeb WK-R,WK-R,c4,1
Pha Aeb WL-B c27-1,not_in_edsm,forward,1,0,Pha Aeb WL-B,WL-B,c27,1
Pha Aeb WL-D c12-1,not_in_edsm,forward,1,0,Pha Aeb WL-D,WL-D,c12,1
Pha Aeb WL-D d12-2,not_in_edsm,forward,1,1,Pha Aeb WL-D,WL-D,d12,2
Pha Aeb WL-L c21-1,not_in_edsm,forward,1,0,Pha Aeb WL-L,WL-L,c21,1
Pha Aeb WL-P b5-1,not_in_edsm,forward,1,0,Pha Aeb WL-P,WL-P,b5,1
Pha Aeb WL-P c5-1,not_in_edsm,forward,1,0,Pha Aeb WL-P,WL-P,c5,1
Pha Aeb WL-U c16-1,not_in_edsm,forward,1,0,Pha Aeb WL-U,WL-U,c16,1
Pha Aeb WM-V c2-1,not_in_edsm,forward,1,0,Pha Aeb WM-V,WM-V,c2,1
Pha Aeb WM-W c1-2,not_in_edsm,forward,1,1,Pha Aeb WM-W,WM-W,c1,2
Pha Aeb WM-W d1-4,not_in_edsm,forward,1,3,Pha Aeb WM-W,WM-W,d1,4
Pha Aeb WM-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb WM-Z,WM-Z,c27,1
Pha Aeb WN-B b13-1,not_in_edsm,forward,1,0,Pha Aeb WN-B,WN-B,b13,1
Pha Aeb WN-G c24-1,not_in_edsm,forward,1,0,Pha Aeb WN-G,WN-G,c24,1
Pha Aeb WN-K b8-1,not_in_edsm,forward,1,0,Pha Aeb WN-K,WN-K,b8,1
Pha Aeb WN-K c8-1,not_in_edsm,forward,1,0,Pha Aeb WN-K,WN-K,c8,1
Pha Aeb WN-S c17-1,not_in_edsm,forward,1,0,Pha Aeb WN-S,WN-S,c17,1
Pha Aeb WN-T c3-1,not_in_edsm,forward,1,0,Pha Aeb WN-T,WN-T,c3,1
Pha Aeb WN-T d3-1,not_in_edsm,forward,1,0,Pha Aeb WN-T,WN-T,d3,1
Pha Aeb WN-W b1-1,not_in_edsm,forward,1,0,Pha Aeb WN-W,WN-W,b1,1
Pha Aeb WN-X c28-1,not_in_edsm,forward,1,0,Pha Aeb WN-X,WN-X,c28,1
Pha Aeb WO-H d10-1,not_in_edsm,forward,1,0,Pha Aeb WO-H,WO-H,d10,1
Pha Aeb WO-I c9-1,not_in_edsm,forward,1,0,Pha Aeb WO-I,WO-I,c9,1
Pha Aeb WO-I d9-2,not_in_edsm,forward,1,1,Pha Aeb WO-I,WO-I,d9,2
Pha Aeb WO-R c4-1,not_in_edsm,forward,1,0,Pha Aeb WO-R,WO-R,c4,1
Pha Aeb WO-R d4-2,not_in_edsm,forward,1,1,Pha Aeb WO-R,WO-R,d4,2
Pha Aeb WO-X c28-1,not_in_edsm,forward,1,0,Pha Aeb WO-X,WO-X,c28,1
Pha Aeb WO-Z c13-1,not_in_edsm,forward,1,0,Pha Aeb WO-Z,WO-Z,c13,1
Pha Aeb WO-Z d13-5,not_in_edsm,forward,1,4,Pha Aeb WO-Z,WO-Z,d13,5
Pha Aeb WP-E c25-1,not_in_edsm,forward,1,0,Pha Aeb WP-E,WP-E,c25,1
Pha Aeb WP-G b10-1,not_in_edsm,forward,1,0,Pha Aeb WP-G,WP-G,b10,1
Pha Aeb WP-G c10-1,not_in_edsm,forward,1,0,Pha Aeb WP-G,WP-G,c10,1
Pha Aeb WP-G d10-3,not_in_edsm,forward,1,2,Pha Aeb WP-G,WP-G,d10,3
Pha Aeb WP-O c6-1,not_in_edsm,forward,1,0,Pha Aeb WP-O,WP-O,c6,1
Pha Aeb WP-P c5-1,not_in_edsm,forward,1,0,Pha Aeb WP-P,WP-P,c5,1
Pha Aeb WP-P d5-3,not_in_edsm,forward,1,2,Pha Aeb WP-P,WP-P,d5,3
Pha Aeb WQ-C c26-1,not_in_edsm,forward,1,0,Pha Aeb WQ-C,WQ-C,c26,1
Pha Aeb WQ-D c12-1,not_in_edsm,forward,1,0,Pha Aeb WQ-D,WQ-D,c12,1
Pha Aeb WQ-D d12-1,not_in_edsm,forward,1,0,Pha Aeb WQ-D,WQ-D,d12,1
Pha Aeb WQ-G b10-1,not_in_edsm,forward,1,0,Pha Aeb WQ-G,WQ-G,b10,1
Pha Aeb WQ-G c10-1,not_in_edsm,forward,1,0,Pha Aeb WQ-G,WQ-G,c10,1
Pha Aeb WQ-L c21-1,not_in_edsm,forward,1,0,Pha Aeb WQ-L,WQ-L,c21,1
Pha Aeb WQ-P b5-1,not_in_edsm,forward,1,0,Pha Aeb WQ-P,WQ-P,b5,1
Pha Aeb WQ-P c5-1,not_in_edsm,forward,1,0,Pha Aeb WQ-P,WQ-P,c5,1
Pha Aeb WR-J c22-1,not_in_edsm,forward,1,0,Pha Aeb WR-J,WR-J,c22,1
Pha Aeb WR-N b6-1,not_in_edsm,forward,1,0,Pha Aeb WR-N,WR-N,b6,1
Pha Aeb WR-N c6-1,not_in_edsm,forward,1,0,Pha Aeb WR-N,WR-N,c6,1
Pha Aeb WR-S c17-1,not_in_edsm,forward,1,0,Pha Aeb WR-S,WR-S,c17,1
Pha Aeb WR-V c2-1,not_in_edsm,forward,1,0,Pha Aeb WR-V,WR-V,c2,1
Pha Aeb WR-W b1-1,not_in_edsm,forward,1,0,Pha Aeb WR-W,WR-W,b1,1
Pha Aeb WR-W c1-1,not_in_edsm,forward,1,0,Pha Aeb WR-W,WR-W,c1,1
Pha Aeb WR-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb WR-Z,WR-Z,c27,1
Pha Aeb WS-J c22-1,not_in_edsm,forward,1,0,Pha Aeb WS-J,WS-J,c22,1
Pha Aeb WS-K c8-1,not_in_edsm,forward,1,0,Pha Aeb WS-K,WS-K,c8,1
Pha Aeb WS-T c3-1,not_in_edsm,forward,1,0,Pha Aeb WS-T,WS-T,c3,1
Pha Aeb WS-T d3-1,not_in_edsm,forward,1,0,Pha Aeb WS-T,WS-T,d3,1
Pha Aeb WS-U b2-1,not_in_edsm,forward,1,0,Pha Aeb WS-U,WS-U,b2,1
Pha Aeb WS-U c2-2,not_in_edsm,forward,1,1,Pha Aeb WS-U,WS-U,c2,2
Pha Aeb WS-U d2-4,not_in_edsm,forward,1,3,Pha Aeb WS-U,WS-U,d2,4
Pha Aeb WS-X c28-1,not_in_edsm,forward,1,0,Pha Aeb WS-X,WS-X,c28,1
Pha Aeb WT-I c9-1,not_in_edsm,forward,1,0,Pha Aeb WT-I,WT-I,c9,1
Pha Aeb WT-I d9-1,not_in_edsm,forward,1,0,Pha Aeb WT-I,WT-I,d9,1
Pha Aeb WT-Q c18-1,not_in_edsm,forward,1,0,Pha Aeb WT-Q,WT-Q,c18,1
Pha Aeb WT-R c4-1,not_in_edsm,forward,1,0,Pha Aeb WT-R,WT-R,c4,1
Pha Aeb WT-R d4-1,not_in_edsm,forward,1,0,Pha Aeb WT-R,WT-R,d4,1
Pha Aeb WT-U b2-1,not_in_edsm,forward,1,0,Pha Aeb WT-U,WT-U,b2,1
Pha Aeb WT-Z c13-1,not_in_edsm,forward,1,0,Pha Aeb WT-Z,WT-Z,c13,1
Pha Aeb WU-G b10-1,not_in_edsm,forward,1,0,Pha Aeb WU-G,WU-G,b10,1
Pha Aeb WU-G c10-1,not_in_edsm,forward,1,0,Pha Aeb WU-G,WU-G,c10,1
Pha Aeb WU-G d10-1,not_in_edsm,forward,1,0,Pha Aeb WU-G,WU-G,d10,1
Pha Aeb WU-P b5-1,not_in_edsm,forward,1,0,Pha Aeb WU-P,WU-P,b5,1
Pha Aeb WU-P c5-1,not_in_edsm,forward,1,0,Pha Aeb WU-P,WU-P,c5,1
Pha Aeb WU-P d5-2,not_in_edsm,forward,1,1,Pha Aeb WU-P,WU-P,d5,2
Pha Aeb WU-X c14-1,not_in_edsm,forward,1,0,Pha Aeb WU-X,WU-X,c14,1
Pha Aeb WV-C c26-1,not_in_edsm,forward,1,0,Pha Aeb WV-C,WV-C,c26,1
Pha Aeb WV-D d12-1,not_in_edsm,forward,1,0,Pha Aeb WV-D,WV-D,d12,1
Pha Aeb WV-E b11-1,not_in_edsm,forward,1,0,Pha Aeb WV-E,WV-E,b11,1
Pha Aeb WV-E c11-1,not_in_edsm,forward,1,0,Pha Aeb WV-E,WV-E,c11,1
Pha Aeb WV-E d11-4,not_in_edsm,forward,1,3,Pha Aeb WV-E,WV-E,d11,4
Pha Aeb WV-M c7-1,not_in_edsm,forward,1,0,Pha Aeb WV-M,WV-M,c7,1
Pha Aeb WV-M d7-1,not_in_edsm,forward,1,0,Pha Aeb WV-M,WV-M,d7,1
Pha Aeb WV-P c5-1,not_in_edsm,forward,1,0,Pha Aeb WV-P,WV-P,c5,1
Pha Aeb WW-A c27-1,not_in_edsm,forward,1,0,Pha Aeb WW-A,WW-A,c27,1
Pha Aeb WW-E b11-1,not_in_edsm,forward,1,0,Pha Aeb WW-E,WW-E,b11,1
Pha Aeb WW-E c11-1,not_in_edsm,forward,1,0,Pha Aeb WW-E,WW-E,c11,1
Pha Aeb WW-J c22-1,not_in_edsm,forward,1,0,Pha Aeb WW-J,WW-J,c22,1
Pha Aeb WW-N c6-1,not_in_edsm,forward,1,0,Pha Aeb WW-N,WW-N,c6,1
Pha Aeb WW-S c17-1,not_in_edsm,forward,1,0,Pha Aeb WW-S,WW-S,c17,1
Pha Aeb WW-W c1-1,not_in_edsm,forward,1,0,Pha Aeb WW-W,WW-W,c1,1
Pha Aeb WX-H b23-1,not_in_edsm,forward,1,0,Pha Aeb WX-H,WX-H,b23,1
Pha Aeb WX-H c23-1,not_in_edsm,forward,1,0,Pha Aeb WX-H,WX-H,c23,1
Pha Aeb WX-L b7-1,not_in_edsm,forward,1,0,Pha Aeb WX-L,WX-L,b7,1
Pha Aeb WX-L c7-2,not_in_edsm,forward,1,1,Pha Aeb WX-L,WX-L,c7,2
Pha Aeb WX-U b2-1,not_in_edsm,forward,1,0,Pha Aeb WX-U,WX-U,b2,1
Pha Aeb WX-U c2-2,not_in_edsm,forward,1,1,Pha Aeb WX-U,WX-U,c2,2
Pha Aeb WX-U d2-3,not_in_edsm,forward,1,2,Pha Aeb WX-U,WX-U,d2,3
Pha Aeb WX-X c28-1,not_in_edsm,forward,1,0,Pha Aeb WX-X,WX-X,c28,1
Pha Aeb WY-H c23-1,not_in_edsm,forward,1,0,Pha Aeb WY-H,WY-H,c23,1
Pha Aeb WY-I c9-1,not_in_edsm,forward,1,0,Pha Aeb WY-I,WY-I,c9,1
Pha Aeb WY-I d9-1,not_in_edsm,forward,1,0,Pha Aeb WY-I,WY-I,d9,1
Pha Aeb WY-R c4-1,not_in_edsm,forward,1,0,Pha Aeb WY-R,WY-R,c4,1
Pha Aeb WY-S c3-2,not_in_edsm,forward,1,1,Pha Aeb WY-S,WY-S,c3,2
Pha Aeb WY-S d3-5,not_in_edsm,forward,1,4,Pha Aeb WY-S,WY-S,d3,5
Pha Aeb WY-S e3-1,not_in_edsm,forward,1,0,Pha Aeb WY-S,WY-S,e3,1
Pha Aeb WZ-G c10-1,not_in_edsm,forward,1,0,Pha Aeb WZ-G,WZ-G,c10,1
Pha Aeb WZ-O c19-1,not_in_edsm,forward,1,0,Pha Aeb WZ-O,WZ-O,c19,1
Pha Aeb WZ-P b5-1,not_in_edsm,forward,1,0,Pha Aeb WZ-P,WZ-P,b5,1
Pha Aeb WZ-P c5-1,not_in_edsm,forward,1,0,Pha Aeb WZ-P,WZ-P,c5,1
Pha Aeb WZ-S b3-1,not_in_edsm,forward,1,0,Pha Aeb WZ-S,WZ-S,b3,1
Pha Aeb WZ-X c14-1,not_in_edsm,forward,1,0,Pha Aeb WZ-X,WZ-X,c14,1
Pha Aeb WZ-X d1-1,not_in_edsm,forward,1,0,Pha Aeb WZ-X,WZ-X,d1,1
Pha Aeb XA-D c26-1,not_in_edsm,forward,1,0,Pha Aeb XA-D,XA-D,c26,1
Pha Aeb XA-F c11-1,not_in_edsm,forward,1,0,Pha Aeb XA-F,XA-F,c11,1
Pha Aeb XA-F d11-3,not_in_edsm,forward,1,2,Pha Aeb XA-F,XA-F,d11,3
Pha Aeb XA-N d7-1,not_in_edsm,forward,1,0,Pha Aeb XA-N,XA-N,d7,1
Pha Aeb XA-T b3-1,not_in_edsm,forward,1,0,Pha Aeb XA-T,XA-T,b3,1
Pha Aeb XA-W c15-1,not_in_edsm,forward,1,0,Pha Aeb XA-W,XA-W,c15,1
Pha Aeb XB-B c27-1,not_in_edsm,forward,1,0,Pha Aeb XB-B,XB-B,c27,1
Pha Aeb XB-C c13-1,not_in_edsm,forward,1,0,Pha Aeb XB-C,XB-C,c13,1
Pha Aeb XB-F b11-1,not_in_edsm,forward,1,0,Pha Aeb XB-F,XB-F,b11,1
Pha Aeb XB-O c6-1,not_in_edsm,forward,1,0,Pha Aeb XB-O,XB-O,c6,1
Pha Aeb XB-X c1-1,not_in_edsm,forward,1,0,Pha Aeb XB-X,XB-X,c1,1
Pha Aeb XC-D c12-1,not_in_edsm,forward,1,0,Pha Aeb XC-D,XC-D,c12,1
Pha Aeb XC-I c23-1,not_in_edsm,forward,1,0,Pha Aeb XC-I,XC-I,c23,1
Pha Aeb XC-M c7-1,not_in_edsm,forward,1,0,Pha Aeb XC-M,XC-M,c7,1
Pha Aeb XC-V c2-1,not_in_edsm,forward,1,0,Pha Aeb XC-V,XC-V,c2,1
Pha Aeb XC-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb XC-Z,XC-Z,c27,1
Pha Aeb XD-K b8-1,not_in_edsm,forward,1,0,Pha Aeb XD-K,XD-K,b8,1
Pha Aeb XD-K c8-1,not_in_edsm,forward,1,0,Pha Aeb XD-K,XD-K,c8,1
Pha Aeb XD-K d8-3,not_in_edsm,forward,1,2,Pha Aeb XD-K,XD-K,d8,3
Pha Aeb XD-S c4-1,not_in_edsm,forward,1,0,Pha Aeb XD-S,XD-S,c4,1
Pha Aeb XD-S d4-1,not_in_edsm,forward,1,0,Pha Aeb XD-S,XD-S,d4,1
Pha Aeb XD-T b3-1,not_in_edsm,forward,1,0,Pha Aeb XD-T,XD-T,b3,1
Pha Aeb XD-T c3-2,not_in_edsm,forward,1,1,Pha Aeb XD-T,XD-T,c3,2
Pha Aeb XD-T d3-3,not_in_edsm,forward,1,2,Pha Aeb XD-T,XD-T,d3,3
Pha Aeb XE-G c24-1,not_in_edsm,forward,1,0,Pha Aeb XE-G,XE-G,c24,1
Pha Aeb XE-H d10-1,not_in_edsm,forward,1,0,Pha Aeb XE-H,XE-H,d10,1
Pha Aeb XE-Q c5-1,not_in_edsm,forward,1,0,Pha Aeb XE-Q,XE-Q,c5,1
Pha Aeb XE-Q d5-1,not_in_edsm,forward,1,0,Pha Aeb XE-Q,XE-Q,d5,1
Pha Aeb XE-R c4-2,not_in_edsm,forward,1,1,Pha Aeb XE-R,XE-R,c4,2
Pha Aeb XE-R d4-5,not_in_edsm,forward,1,4,Pha Aeb XE-R,XE-R,d4,5
Pha Aeb XE-R e4-1,not_in_edsm,forward,1,0,Pha Aeb XE-R,XE-R,e4,1
Pha Aeb XE-T b3-1,not_in_edsm,forward,1,0,Pha Aeb XE-T,XE-T,b3,1
Pha Aeb XF-E d12-1,not_in_edsm,forward,1,0,Pha Aeb XF-E,XF-E,d12,1
Pha Aeb XF-F c11-1,not_in_edsm,forward,1,0,Pha Aeb XF-F,XF-F,c11,1
Pha Aeb XF-N c20-1,not_in_edsm,forward,1,0,Pha Aeb XF-N,XF-N,c20,1
Pha Aeb XF-O d6-1,not_in_edsm,forward,1,0,Pha Aeb XF-O,XF-O,d6,1
Pha Aeb XF-R c4-1,not_in_edsm,forward,1,0,Pha Aeb XF-R,XF-R,c4,1
Pha Aeb XF-W c15-1,not_in_edsm,forward,1,0,Pha Aeb XF-W,XF-W,c15,1
Pha Aeb XG-B c27-1,not_in_edsm,forward,1,0,Pha Aeb XG-B,XG-B,c27,1
Pha Aeb XG-U c16-1,not_in_edsm,forward,1,0,Pha Aeb XG-U,XG-U,c16,1
Pha Aeb XG-X c1-1,not_in_edsm,forward,1,0,Pha Aeb XG-X,XG-X,c1,1
Pha Aeb XH-D b12-1,not_in_edsm,forward,1,0,Pha Aeb XH-D,XH-D,b12,1
Pha Aeb XH-D c12-1,not_in_edsm,forward,1,0,Pha Aeb XH-D,XH-D,c12,1
Pha Aeb XH-I c23-1,not_in_edsm,forward,1,0,Pha Aeb XH-I,XH-I,c23,1
Pha Aeb XH-M b7-1,not_in_edsm,forward,1,0,Pha Aeb XH-M,XH-M,b7,1
Pha Aeb XH-M c7-1,not_in_edsm,forward,1,0,Pha Aeb XH-M,XH-M,c7,1
Pha Aeb XH-V c2-1,not_in_edsm,forward,1,0,Pha Aeb XH-V,XH-V,c2,1
Pha Aeb XH-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb XH-Z,XH-Z,c27,1
Pha Aeb XI-B b13-1,not_in_edsm,forward,1,0,Pha Aeb XI-B,XI-B,b13,1
Pha Aeb XI-B c13-1,not_in_edsm,forward,1,0,Pha Aeb XI-B,XI-B,c13,1
Pha Aeb XI-K c8-1,not_in_edsm,forward,1,0,Pha Aeb XI-K,XI-K,c8,1
Pha Aeb XI-K d8-2,not_in_edsm,forward,1,1,Pha Aeb XI-K,XI-K,d8,2
Pha Aeb XI-T c3-1,not_in_edsm,forward,1,0,Pha Aeb XI-T,XI-T,c3,1
Pha Aeb XI-T d3-2,not_in_edsm,forward,1,1,Pha Aeb XI-T,XI-T,d3,2
Pha Aeb XI-X c28-2,not_in_edsm,forward,1,1,Pha Aeb XI-X,XI-X,c28,2
Pha Aeb XJ-I b9-1,not_in_edsm,forward,1,0,Pha Aeb XJ-I,XJ-I,b9,1
Pha Aeb XJ-I c9-1,not_in_edsm,forward,1,0,Pha Aeb XJ-I,XJ-I,c9,1
Pha Aeb XJ-I d9-3,not_in_edsm,forward,1,2,Pha Aeb XJ-I,XJ-I,d9,3
Pha Aeb XJ-Q c5-1,not_in_edsm,forward,1,0,Pha Aeb XJ-Q,XJ-Q,c5,1
Pha Aeb XJ-R c4-2,not_in_edsm,forward,1,1,Pha Aeb XJ-R,XJ-R,c4,2
Pha Aeb XJ-R d4-3,not_in_edsm,forward,1,2,Pha Aeb XJ-R,XJ-R,d4,3
Pha Aeb XJ-X c28-1,not_in_edsm,forward,1,0,Pha Aeb XJ-X,XJ-X,c28,1
Pha Aeb XK-E c25-1,not_in_edsm,forward,1,0,Pha Aeb XK-E,XK-E,c25,1
Pha Aeb XK-F d11-1,not_in_edsm,forward,1,0,Pha Aeb XK-F,XK-F,d11,1
Pha Aeb XK-I b9-1,not_in_edsm,forward,1,0,Pha Aeb XK-I,XK-I,b9,1
Pha Aeb XK-N c20-1,not_in_edsm,forward,1,0,Pha Aeb XK-N,XK-N,c20,1
Pha Aeb XK-O b6-1,not_in_edsm,forward,1,0,Pha Aeb XK-O,XK-O,b6,1
Pha Aeb XK-R c4-1,not_in_edsm,forward,1,0,Pha Aeb XK-R,XK-R,c4,1
Pha Aeb XL-B c27-1,not_in_edsm,forward,1,0,Pha Aeb XL-B,XL-B,c27,1
Pha Aeb XL-D c12-1,not_in_edsm,forward,1,0,Pha Aeb XL-D,XL-D,c12,1
Pha Aeb XL-D d12-2,not_in_edsm,forward,1,1,Pha Aeb XL-D,XL-D,d12,2
Pha Aeb XL-L c21-1,not_in_edsm,forward,1,0,Pha Aeb XL-L,XL-L,c21,1
Pha Aeb XL-P b5-1,not_in_edsm,forward,1,0,Pha Aeb XL-P,XL-P,b5,1
Pha Aeb XL-P c5-1,not_in_edsm,forward,1,0,Pha Aeb XL-P,XL-P,c5,1
Pha Aeb XL-U c16-1,not_in_edsm,forward,1,0,Pha Aeb XL-U,XL-U,c16,1
Pha Aeb XM-V c2-1,not_in_edsm,forward,1,0,Pha Aeb XM-V,XM-V,c2,1
Pha Aeb XM-W b1-1,not_in_edsm,forward,1,0,Pha Aeb XM-W,XM-W,b1,1
Pha Aeb XM-W c1-2,not_in_edsm,forward,1,1,Pha Aeb XM-W,XM-W,c1,2
Pha Aeb XM-W d1-4,not_in_edsm,forward,1,3,Pha Aeb XM-W,XM-W,d1,4
Pha Aeb XM-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb XM-Z,XM-Z,c27,1
Pha Aeb XN-B b13-1,not_in_edsm,forward,1,0,Pha Aeb XN-B,XN-B,b13,1
Pha Aeb XN-G c24-1,not_in_edsm,forward,1,0,Pha Aeb XN-G,XN-G,c24,1
Pha Aeb XN-K b8-1,not_in_edsm,forward,1,0,Pha Aeb XN-K,XN-K,b8,1
Pha Aeb XN-K c8-1,not_in_edsm,forward,1,0,Pha Aeb XN-K,XN-K,c8,1
Pha Aeb XN-S c17-1,not_in_edsm,forward,1,0,Pha Aeb XN-S,XN-S,c17,1
Pha Aeb XN-T c3-1,not_in_edsm,forward,1,0,Pha Aeb XN-T,XN-T,c3,1
Pha Aeb XN-T d3-1,not_in_edsm,forward,1,0,Pha Aeb XN-T,XN-T,d3,1
Pha Aeb XN-X c28-1,not_in_edsm,forward,1,0,Pha Aeb XN-X,XN-X,c28,1
Pha Aeb XO-H d10-1,not_in_edsm,forward,1,0,Pha Aeb XO-H,XO-H,d10,1
Pha Aeb XO-I c9-1,not_in_edsm,forward,1,0,Pha Aeb XO-I,XO-I,c9,1
Pha Aeb XO-I d9-2,not_in_edsm,forward,1,1,Pha Aeb XO-I,XO-I,d9,2
Pha Aeb XO-R d4-1,not_in_edsm,forward,1,0,Pha Aeb XO-R,XO-R,d4,1
Pha Aeb XO-X c28-1,not_in_edsm,forward,1,0,Pha Aeb XO-X,XO-X,c28,1
Pha Aeb XO-Z c13-1,not_in_edsm,forward,1,0,Pha Aeb XO-Z,XO-Z,c13,1
Pha Aeb XO-Z d13-5,not_in_edsm,forward,1,4,Pha Aeb XO-Z,XO-Z,d13,5
Pha Aeb XP-E c25-1,not_in_edsm,forward,1,0,Pha Aeb XP-E,XP-E,c25,1
Pha Aeb XP-F d11-1,not_in_edsm,forward,1,0,Pha Aeb XP-F,XP-F,d11,1
Pha Aeb XP-G b10-1,not_in_edsm,forward,1,0,Pha Aeb XP-G,XP-G,b10,1
Pha Aeb XP-G c10-1,not_in_edsm,forward,1,0,Pha Aeb XP-G,XP-G,c10,1
Pha Aeb XP-G d10-4,not_in_edsm,forward,1,3,Pha Aeb XP-G,XP-G,d10,4
Pha Aeb XP-O c6-1,not_in_edsm,forward,1,0,Pha Aeb XP-O,XP-O,c6,1
Pha Aeb XP-P c5-1,not_in_edsm,forward,1,0,Pha Aeb XP-P,XP-P,c5,1
Pha Aeb XP-P d5-3,not_in_edsm,forward,1,2,Pha Aeb XP-P,XP-P,d5,3
Pha Aeb XP-X c1-1,not_in_edsm,forward,1,0,Pha Aeb XP-X,XP-X,c1,1
Pha Aeb XQ-C c26-1,not_in_edsm,forward,1,0,Pha Aeb XQ-C,XQ-C,c26,1
Pha Aeb XQ-C d13-1,not_in_edsm,forward,1,0,Pha Aeb XQ-C,XQ-C,d13,1
Pha Aeb XQ-D c12-1,not_in_edsm,forward,1,0,Pha Aeb XQ-D,XQ-D,c12,1
Pha Aeb XQ-G b10-1,not_in_edsm,forward,1,0,Pha Aeb XQ-G,XQ-G,b10,1
Pha Aeb XQ-G c10-1,not_in_edsm,forward,1,0,Pha Aeb XQ-G,XQ-G,c10,1
Pha Aeb XQ-L c21-1,not_in_edsm,forward,1,0,Pha Aeb XQ-L,XQ-L,c21,1
Pha Aeb XQ-P b5-1,not_in_edsm,forward,1,0,Pha Aeb XQ-P,XQ-P,b5,1
Pha Aeb XQ-P c5-1,not_in_edsm,forward,1,0,Pha Aeb XQ-P,XQ-P,c5,1
Pha Aeb XR-J c22-1,not_in_edsm,forward,1,0,Pha Aeb XR-J,XR-J,c22,1
Pha Aeb XR-N b6-1,not_in_edsm,forward,1,0,Pha Aeb XR-N,XR-N,b6,1
Pha Aeb XR-N c6-1,not_in_edsm,forward,1,0,Pha Aeb XR-N,XR-N,c6,1
Pha Aeb XR-S c17-1,not_in_edsm,forward,1,0,Pha Aeb XR-S,XR-S,c17,1
Pha Aeb XR-W b1-1,not_in_edsm,forward,1,0,Pha Aeb XR-W,XR-W,b1,1
Pha Aeb XR-W c1-1,not_in_edsm,forward,1,0,Pha Aeb XR-W,XR-W,c1,1
Pha Aeb XR-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb XR-Z,XR-Z,c27,1
Pha Aeb XS-J c22-1,not_in_edsm,forward,1,0,Pha Aeb XS-J,XS-J,c22,1
Pha Aeb XS-T c3-1,not_in_edsm,forward,1,0,Pha Aeb XS-T,XS-T,c3,1
Pha Aeb XS-T d3-1,not_in_edsm,forward,1,0,Pha Aeb XS-T,XS-T,d3,1
Pha Aeb XS-U b2-1,not_in_edsm,forward,1,0,Pha Aeb XS-U,XS-U,b2,1
Pha Aeb XS-U c2-2,not_in_edsm,forward,1,1,Pha Aeb XS-U,XS-U,c2,2
Pha Aeb XS-U d2-4,not_in_edsm,forward,1,3,Pha Aeb XS-U,XS-U,d2,4
Pha Aeb XS-X c28-1,not_in_edsm,forward,1,0,Pha Aeb XS-X,XS-X,c28,1
Pha Aeb XT-I c9-1,not_in_edsm,forward,1,0,Pha Aeb XT-I,XT-I,c9,1
Pha Aeb XT-Q c18-1,not_in_edsm,forward,1,0,Pha Aeb XT-Q,XT-Q,c18,1
